,Unnamed: 0,license,location,pmcid,pmid,doi,pubdate,source,number,text,software,version,ID,curation_label,software_upper,mention_counts
54,93216,,,,,10.1186/s13014-016-0682-y,2016,Classification of error sources,4,"Distribution of error sources found for prostate, head and neck, and rectum using Watchdog and the observation parameters from Table ",Watchdog,,SM120351,software,WATCHDOG,574
﻿0,34021,non_comm,non_comm/Open_Med_Inform_J/PMC3096053.nxml,3096053,21603180.0,10.2174/1874431101004010105,2010,Platform Design,8,"However, .NET framework permits, in concept, the porting of the application in many other Linux based environments, using the Mono project [8] functionality and libraries, so the user can run an application using the No-Touch Deployment [7].",.NET,,SM13905,software,.NET,330
1,151670,comm,comm/J_Biol_Chem/PMC5743070.nxml,5743070,29074623.0,10.1074/jbc.M117.799700,2017,NMR spectroscopy,48,The assignment of backbone TTD–PHD resonances was accomplished using the ABACUS method (29) for which standard backbone and 15N-edited NOESY spectra were collected using 15N/13C/2H- or 15N/13C-labeled protein,ABACUS,,SM40389,software,ABACUS,481
2,110388,,,,,10.1371/journal.pone.0036919,2012,Instrumentation,0, Prior to each testing session ActiGraphs were initialized (ActiLife 5,ActiLife,,SM2228,software,ACTILIFE,4244
3,165431,comm,comm/Behav_Neurol/PMC6093058.nxml,6093058,30154935.0,10.1155/2018/5701719,2018,2.7. Western Blot Analysis,11,"Blots were quantified using the BandScan software (version 5.0; Glyko, Inc., Novato, CA, USA).",BandScan,,SM23864,software,BANDSCAN,514
4,7223,comm,comm/BMC_Genomics/PMC6642530.nxml,6642530,31325959.0,10.1186/s12864-019-5933-5,2019,qRT-PCR analysis for DEGs,45,"The software used for data analysis was Bio-Rad CFX Manager 3.81, the gene expression was analysed with FC of 1.2 and p-value < 0.05",Bio-Rad CFX Manager,3.81,SM8562,software,BIO-RAD CFX MANAGER,1320
5,13251,comm,comm/BMC_Bioinformatics/PMC2877691.nxml,2877691,20459626.0,10.1186/1471-2105-11-230,2010,paper_title,0,BISMA - Fast and accurate bisulfite sequencing data analysis of individual clones from unique and repetitive sequences,BISMA,,SM28127,software,BISMA,289
6,277128,,,,,10.3389/fendo.2018.00486,2018,Three-point bending test of the femur,0," The applied force and the displacement of the crosshead were monitored and registered, at a sampling rate of 80 Hz, by the Bluehill software (version 3, Instron Corporation)",Bluehill,,SM2427,software,BLUEHILL,718
7,181295,,,,,10.1177/0734242X15587545,2015,Mineralogical phase analysis,0," Quantitative phase analysis was conducted using the combination of the Rietveld method and the method of internal standard by the Bruker Topas programme, version 4",Bruker,,SM1292,software,BRUKER,2941
8,121859,,,,,10.1108/JFRA-10-2016-0076,2017,Exhibit 1: syntax of model generated by SPSS,15,"We thought that years might be another factor affecting company size primarily, even though there is no such a result in CHAID analysis",CHAID,,SM29268,software,CHAID,3673
9,86795,non_comm,non_comm/Heliyon/PMC7919521.nxml,7919521,33688584.0,10.1016/j.heliyon.2021.e06387,2021,Ligand preparation,37,Then the sdf files of 2D were converted to mol2 files using Chemdraw software,Chemdraw,,SM6383,software,CHEMDRAW,2884
10,61374,,,,,10.7717/peerj.5871,2018,Materials and Methods,9," To identify the latter, read pairs were imported into CLC Genomics v",CLC Genomics,,SM49943,software,CLC GENOMICS,495
11,85771,comm,comm/Microorganisms/PMC7767376.nxml,7767376,33371386.0,10.3390/microorganisms8122050,2020,2. Frontier 1: Constraint-Based Reconstruction and Modeling,7,"COBRA methods and tools have been used and refined for over 15 years in the field of systems biology [17,41,42,43]",COBRA,,SM27809,software,COBRA,6468
12,193062,non_comm,non_comm/Stand_Genomic_Sci/PMC3388779.nxml,3388779,22768363.0,10.4056/sigs.2796069,2012,Genome sequencing and assembly,8,"Gaps between contigs were closed by editing in Consed, by PCR and by Bubble PCR primer walks (J.-F",Consed,,SM6552,software,CONSED,1330
13,153959,comm,comm/Cancers_(Basel)/PMC7962829.nxml,7962829,33800365.0,10.3390/cancers13051151,2021,2.2. Molecular Diagnostics,3,"Copy number alteration analysis is performed using Control-FREEC [40,41]",Control-FREEC,,SM17826,software,CONTROL-FREEC,427
14,119424,,,,,10.1038/s41467-019-11025-y,2019,Methods,7,Guide RNAs were designed with CRISPOR online tool providing the target sequence of ENTR1,CRISPOR,,SM24230,software,CRISPOR,733
15,121590,comm,comm/Int_J_Food_Microbiol/PMC5899760.nxml,5899760,29574242.0,10.1016/j.ijfoodmicro.2018.02.023,2018,Comparison of SNPs and cgMLST,18,"Further comparison of cgMLST and SNPs was performed on Dataset B using the tanglegram algorithm (Scornavacca et al., 2011), generated within Dendroscope 3 (Huson and Scornavacca, 2012)",Dendroscope,3,SM993,software,DENDROSCOPE,1315
16,197373,comm,comm/PLoS_One/PMC5435164.nxml,5435164,28520716.0,10.1371/journal.pone.0176336,2017,Diabetes model,18,"All analyses were conducted in R-statistical software (R version 3.3.0 (2016-05-03)) using the deSolve package.[41,42]",deSolve,,SM56500,software,DESOLVE,433
17,148653,comm,comm/Front_Genet/PMC3665925.nxml,3665925,23755071.0,10.3389/fgene.2013.00098,2013,The step-by-step guide to STRUCTURE analysis,32,Distruct software offers a wide range of options to create images based on the principle of segmented columns and provides visually appealing graphical summaries of the population structure detected in the data,Distruct,,SM45793,software,DISTRUCT,1215
18,97340,comm,comm/Front_Pharmacol/PMC4485162.nxml,4485162,26175688.0,10.3389/fphar.2015.00135,2015,fig_caption,3,"Lowry plot of the eFAST quantitative measure for variance in venous blood Shows the total effects without inhibition of m-xylene metabolism and (B,D), with inhibition at 3 and 6 h after initiation of the simulation",eFAST,,SM1879,software,EFAST,874
19,175506,comm,comm/Biomed_Res_Int/PMC6724444.nxml,6724444,31534965.0,10.1155/2019/8787010,2019,2.6. Statistical Analysis,10,"Statistical analysis was performed with R (http://www.R-project.org) and EmpowerStats software (www.empowerstats.com, X&Y solutions, Boston, MA, USA)",EmpowerStats,,SM28173,software,EMPOWERSTATS,438
20,149185,comm,comm/Front_Psychol/PMC7705099.nxml,7705099,33281659.0,10.3389/fpsyg.2020.554706,2020,AR Implementation,13,The embodied assistant was a custom 3D model created using Adobe Fuse and FaceGen,FaceGen,,SM262529,software,FACEGEN,650
21,69789,,,,,10.1177/2399808318820911,2020,Methodology,15,"Since the FracLac environment requires TIFF images, UA maps were rasterized at a resolution of 889 dpi at a scale of 1:700",FracLac,,SM8877,software,FRACLAC,364
22,260688,,,,,10.1371/journal.pone.0190073,2018,Imaging data analysis,9," Once in standard space, the seed maps from individual subjects were concatenated to form a 4D image file (subject as the fourth dimension), and this 4D group image was input to group-level analyses using mixed-effects modeling as implemented in FSL’s ",FSL,,SM4508,software,FSL,33673
23,33819,,,,,10.1371/journal.pone.0116245,2014,Modelling approach,2,"We chose a GAMM approach with spotter and 2-way interaction terms (between spotter and season, and between season and month) treated as random effects",GAMM,,SM4665,software,GAMM,3229
24,110467,comm,comm/Front_Behav_Neurosci/PMC4720795.nxml,4720795,26834590.0,10.3389/fnbeh.2016.00001,2016,Discussion,41,"The striking finding highlighted in Figure 1 is that the most highly connected genes, i.e., the genes present in the highest number of datasets from the alcohol-related studies analyzed in GeneWeaver, were not previously annotated to alcohol response in humans, as indicated in OMIM, or in mice, as indicated in the MP Ontology",GeneWeaver,,SM34704,software,GENEWEAVER,594
25,248188,,,,,10.1101/2021.10.20.465133,2021,Gene enrichment analysis and SAFE,0,Gene enrichment analysis was performed using The GO Term Finder (Version 0,GO Term Finder,,SM63136,software,GO TERM FINDER,445
26,198219,,,,,10.3389/fphys.2018.01420,2018,Efficacy analyses,19,GRADEpro evidence grading,GRADEpro,,SM22325,software,GRADEPRO,1466
27,114320,comm,comm/Front_Genet/PMC6452569.nxml,6452569,30988671.0,10.3389/fgene.2019.00185,2019,Pathway Enrichment,69,GSVA was then implemented on these 32 gene sets for each study individually,GSVA,,SM16687,software,GSVA,6665
28,269982,,,,,10.1371/journal.pone.0107956,2014,Materials and Methods,3,Domains in the proteins used for the analysis have been assigned using the hmmscan program searched on the domain-wise hmm profiles from the Pfam v26 database ,hmmscan,,SM8538,software,HMMSCAN,1517
29,96385,comm,comm/BMC_Syst_Biol/PMC3605242.nxml,3605242,23383610.0,10.1186/1752-0509-7-12,2013,,37,Ingenuity Pathway Analysis visualization of oncogene interactions,Ingenuity Pathway Analysis,,SM7766,software,INGENUITY PATHWAY ANALYSIS,13100
30,176170,,,,,10.1371/journal.pone.0231874,2020,Modeling procedure,3,The INLA (Integrated Nested Laplace Approximations) method was used to infer parameters,INLA,,SM40560,software,INLA,2981
31,150396,,,,,10.2196/21545,2020,Methods,3,We developed two strategies to prevent relapse after successful treatment: Insight Cards and Value-Based Goal Setting (VBG),Insight,,SM14279,software,INSIGHT,2324
32,69733,comm,comm/Sci_Rep/PMC7170878.nxml,7170878,32313042.0,10.1038/s41598-020-63696-z,2020,Functional annotation,62,"Unigenes with annotated KO numbers were mapped against KEGG PATHWAY database (May 1, 2019) with KEGG Mapper and tabulated for enrichment analysis.",KEGG Mapper,,SM33173,software,KEGG MAPPER,1075
33,104136,comm,comm/Biol_Open/PMC4810743.nxml,4810743,26883626.0,10.1242/bio.015750,2016,Recovery of the Pk1 mutation and mouse breeding,33,Sequence reads were aligned to C57BL/6J mouse reference genome (mm9) and analyzed using LifeScope software (http://www.lifetechnologies.com),LifeScope,,SM39236,software,LIFESCOPE,457
34,61715,comm,comm/Microbiome/PMC5514531.nxml,5514531,28716113.0,10.1186/s40168-017-0292-4,2017,Virulence factor analysis,37,"In addition to AMR analysis, microbial genes identified by LMAT were screened for virulence factors using the VFDB",LMAT,,SM115553,software,LMAT,349
35,180835,comm,comm/BMC_Public_Health/PMC5356380.nxml,5356380,28302096.0,10.1186/s12889-017-4160-8,2017,Background,4,"While EPIFIL uses a constant force-of-infection and accounts for the impact of age structure of the human community [13], LYMFASIM accounts for the role of the immune system in regulating parasite numbers [15]",LYMFASIM,,SM244951,software,LYMFASIM,294
36,202700,,,,,10.1080/13658816.2020.1781130,2021,Wall and opening simplification,2," Once filtered out those low-confidence output, multiple masks in one box are rare in the final output of Mask R-CNN and can be simply ignored",Mask R,,SM47758,software,MASK R,1262
37,168641,comm,comm/BMC_Bioinformatics/PMC3178548.nxml,3178548,21884583.0,10.1186/1471-2105-12-358,2011,fig_caption,6,MCLUST vs,MCLUST,,SM78248,software,MCLUST,3055
38,191853,comm,comm/BMC_Med_Genomics/PMC3552701.nxml,3552701,23369322.0,10.1186/1755-8794-6-S1-S16,2013,Literature mining,6,"During the whole data annotation process, we utilized Mutalyzer 2.0 β-8 [13] to check all collected data and complete information of each mutation when some information is not available from articles",Mutalyzer,2.0 β-8,SM39720,software,MUTALYZER,484
39,201373,,,,,10.14814/phy2.14288,2019,MATERIALS AND METHODS,7,"To determine if there were any morphological differences across our sample neurons, we used NeuroExplorer software (MicroBrightfield, Williston, VT) to measure maximum cell diameter, number of primary dendrites, and their percentage of primary dendrites with secondary branches, and compared these morphometry values across treatment groups",NeuroExplorer,,SM3119,software,NEUROEXPLORER,1850
40,5891,comm,comm/BMC_Bioinformatics/PMC6528199.nxml,6528199,31109287.0,10.1186/s12859-019-2849-7,2019,Mapping reads with T > C conversions,45,"Briefly, NextGenMap searches for seed words - 13-mers that match between a given read and the reference sequence - using an index data structure",NextGenMap,,SM21444,software,NEXTGENMAP,461
41,9652,non_comm,non_comm/Saudi_J_Biol_Sci/PMC4705253.nxml,4705253,26858547.0,10.1016/j.sjbs.2015.05.008,2015,paper_abstract,0,"Morphologic analysis using NTSYSpc revealed that biometrics of leaves, fruits and seeds are reliable morphologic characters to distinguish between varieties, except for a few morphologically very similar olive cultivars",NTSYSpc,,SM1095,software,NTSYSPC,815
42,239819,,,,,10.1177/0040517513487783,2013,Methods,5,The CSIRO algorithm was implemented in the Optimas software package,Optimas,,SM18961,software,OPTIMAS,933
43,74264,comm,comm/J_Virol/PMC6189511.nxml,6189511,30111560.0,10.1128/JVI.00443-18,2018,RNase protection assay (RPA).,50,The signals were detected with the Cyclone Plus system (PerkinElmer) and analyzed using OptiQuant software.,OptiQuant,,SM17165,software,OPTIQUANT,377
44,34733,,,,,10.1371/journal.pone.0061048,2013,Introduction,6,"An important conceptual difference with the previous tests is that both ParaFit and HCT compare the host and parasite distance matrices and test for random association between the host and parasite taxa, whereas PACo explicitly tests the dependence of the parasite phylogeny upon the host phylogeny, because in the Procrustean superimposition, the parasite matrix is rotated and scaled to fit the host matrix",PACo,,SM144755,software,PACO,380
45,66901,,,,,10.1080/19336950.2018.1476791,2018,Materials and Methods,4," Acquired data were digitized by an AD/DA converter (InstruTECH LIH 8 + 8; HEKA Elektronik, Lambrecht/Pfalz, Germany), and analyzed with PatchMaster software (HEKA Elektronik)",PatchMaster,,SM14619,software,PATCHMASTER,2315
46,143703,comm,comm/Comput_Struct_Biotechnol_J/PMC5650650.nxml,5650650,29085573.0,10.1016/j.csbj.2017.09.001,2017,Unrealistic Estimates,33,"We find the most recent evaluation of the accuracy of richness estimates from existing tools in [79] based on one set of simulated data and considering only PHACCS, CatchAll and UCLUST",PHACCS,,SM89638,software,PHACCS,377
47,155709,comm,comm/G3_(Bethesda)/PMC7534434.nxml,7534434,32763954.0,10.1534/g3.120.400794,2020,Initial proteome filtering and clustering of potential microProteins,4,All phmmer results with a bitscore less than 30.0 are discarded as potential false positives,phmmer,,SM9702,software,PHMMER,364
48,103492,non_comm,non_comm/Acta_Pharm_Sin_B/PMC8148061.nxml,8148061,34094836.0,10.1016/j.apsb.2020.11.009,2020,Pharmacokinetics,49,"Standard set of parameters including area under the curve (AUC0‒ and AUC0‒∞), elimination half-life (t1/2), maximum plasma concentration (Cmax), time to reach maximum plasma concentration (Tmax) were calculated using noncompartmental analysis modules in US Food and Drug Administration (FDA) certified pharmacokinetic program Phoenix WinNonlin 7.0 (Pharsight, USA) by the Study Director.",Phoenix WinNonlin,7.0,SM2094,software,PHOENIX WINNONLIN,2329
49,198314,,,,,10.1016/j.jinf.2019.08.003,2019,Methods,4,Sequences of low quality and complexity and Illumina adaptor sequences were removed from raw fastq files using Trim_galore (Babraham Bioinformatics) and Prinseq,Prinseq,,SM32121,software,PRINSEQ,2131
50,28985,comm,comm/Invest_Ophthalmol_Vis_Sci/PMC8383902.nxml,8383902,34415987.0,10.1167/iovs.62.10.22,2021,fig_caption,0,"JTK algorithm, KEGG analysis, PSEA, and time series clustering analysis were used to determine the circadian transcriptional landscape of daily rhythmic genes",PSEA,,SM54250,software,PSEA,805
51,88481,comm,comm/BMC_Genomics/PMC3942810.nxml,3942810,24529077.0,10.1186/1471-2164-15-135,2014,Identification of novel RJ proteins,23,Proteins predicted as extracellular proteins by PSORT indicate they are putative secretory proteins [30],PSORT,,SM7497,software,PSORT,3107
52,141951,comm,comm/PLoS_Comput_Biol/PMC6448907.nxml,6448907,30908487.0,10.1371/journal.pcbi.1006847,2019,Conclusions,37,All these features make S4TE 2.0 a powerful software for studies of T4Es.,S4TE,2.0,SM365393,software,S4TE,457
53,109741,comm,comm/Ecol_Evol/PMC7319239.nxml,7319239,32607190.0,10.1002/ece3.6317,2020,Ecogeographical variables,13,10.2.2) and converted them in ASCII files using SDMtoolbox (Ver,SDMtoolbox,,SM47264,software,SDMTOOLBOX,286
54,293422,,,,,10.1186/bcr2772,2010,Materials and methods,11,"The five most strongly associated SNPs in the combined analysis, which had effects in the same direction for both studies in the discovery stage (Swedish and Finnish) were forwarded for validation in SEARCH and RBCS",SEARCH,,SM3682,software,SEARCH,9209
55,262879,,,,,10.1080/09298215.2015.1045003,2015,The best-performing algorithms,7,Using SIAR instead of SIA consistently made no difference to the results for Forth’s algorithm,SIAR,,SM46301,software,SIAR,1243
56,143647,,,,,10.1080/15323260802209500,2008,CONCLUSIONS,0," By understanding the process, librarians can better search for information that Six Sigma teams can use to help scope their project or locate organizations or other processes that can be benchmarked in the Analyze phase",Sigma,,SM4588,software,SIGMA,8048
57,149704,comm,comm/Cancers_(Basel)/PMC6316865.nxml,6316865,30572654.0,10.3390/cancers10120526,2018,4.10. STAT3 Dimer and Tetramer Analysis,27,The data acquired were processed by the SimFCS software developed at the Laboratory for Fluorescence Dynamics (www.lfd.uci.edu).,SimFCS,,SM115463,software,SIMFCS,521
58,112315,comm,comm/Sci_Rep/PMC8203680.nxml,8203680,34127723.0,10.1038/s41598-021-91886-w,2021,Discussion,34,Our analysis also shows that the amino acid patterns at the heptad positions of SOCKET hits overlapping and not overlapping with predictions are very similar,SOCKET,,SM10946,software,SOCKET,544
59,312511,,,,,10.1109/TVCG.2020.3028891,2021,Discussion,6," The influence of the relational model is an obvious example of the benefits of this approach, which has been developed into countless relational DBMSs, including the widely used PostgreSQL and SQL Server systems ",SQL Server,,SM53735,software,SQL SERVER,2284
60,68239,,,,,10.1108/IJICC-09-2016-0033,2017,Experiments,2," Experimental evaluation includes six parts, which are the influence of sample size on the prediction result, the accuracy analysis, the processing efficiency of Spout and Bolt in Storm, the resource consumption of servers, effect of the number of nodes and performance comparison between different algorithms",Storm,,SM21630,software,STORM,1279
61,270315,,,,,10.3389/fpls.2017.01458,2017,Results,10,"In addition, soybean genome contained another family of SUMO chain binding protein genes characterized by a tandem arrangement of four SIMs (Table ",SUMO,,SM7005,software,SUMO,4636
62,59445,non_comm,non_comm/J_Mol_Biol/PMC7094468.nxml,7094468,16242152.0,10.1016/j.jmb.2005.09.012,2005,Calculation of binding site volume,51,The volume of the substrate-binding pocket was calculated using SURFNET,SURFNET,,SM959,software,SURFNET,269
63,73392,comm,comm/PLoS_One/PMC4456281.nxml,4456281,26042826.0,10.1371/journal.pone.0128969,2015,Detection of Structural Variations,43,"In addition to the read depth based analysis, the program SVDetect [35] was used to detect putative SVs based on deviant read mate-pairs",SVDetect,,SM42638,software,SVDETECT,512
64,67357,,,,,10.1155/2014/962925,2014,4.1. Tree Formatting Phase,0,An aggregation tree is constructed according to the standard aggregation protocol TAG [,TAG,,SM55320,software,TAG,2119
65,84224,non_comm,non_comm/Int_J_Mol_Med/PMC6844633.nxml,6844633,31573047.0,10.3892/ijmm.2019.4357,2019,fig_caption,4,(B) Possible miR-19a binding site in the 3′-UTR of RHOB mRNA was predicted using TargetScan7.2,TargetScan7,TargetScan7.2,SM28178,software,TARGETSCAN7,444
66,135100,,,,,10.1186/s12866-019-1513-8,2019,Methods,2,0 software in Torrent suite server version 4,Torrent,,SM8297,software,TORRENT,893
67,134265,,,,,10.1021/jacs.9b07484,2019,Materials and Methods,3,"To construct the theoretical IR spectra of pyridine adsorbed on the different active sites, the optimized configurations of adsorbed pyridine are obtained with the same VASP parameters as used for the structural analysis of the active site (",VASP,,SM2471,software,VASP,6732
﻿0,86323,,,,,10.1186/s13742-016-0136-3,2016,Background,20,We evaluated the performance of AGOUTI on the six assemblies with both K = 5 and K = 2,AGOUTI,,SM181823,software,AGOUTI,252
1,166721,comm,comm/Brain_Imaging_Behav/PMC6290711.nxml,6290711,29243122.0,10.1007/s11682-017-9805-9,2017,Results of the correlation analysis,22,"Voxel wise correlation analysis demonstrated a significant correlation between baseline brain activity in the right AI, as indexed by ALFF, and erectile functioning, as indexed by IIEF scores (Alphasim correction, p < 0.01 at cluster level, the corresponding statistical level is set at |Z | >3.33 (p < 0.001 at voxel level, 5000 times of the Monte Carlo simulations using the AFNI AlphaSim program) and cluster size > 124 voxels (search volume = 70,831 voxels)), which corresponds to a corrected p < 0.01 at clu",Alphasim,,SM74495,software,ALPHASIM,3400
2,150138,comm,comm/Sci_Rep/PMC5770391.nxml,5770391,29339745.0,10.1038/s41598-017-17338-6,2018,Gene Prediction,57,"Four gene prediction sets were independently generated using Augustus, Genemark, Gnomon, and SNAP",Augustus,,SM6895,software,AUGUSTUS,6497
3,244220,,,,,10.3390/jcdd8030029,2021,2.3. Immunohistochemistry,0," Cardiomyocyte cell size was assessed by measuring the cross-sectional diameter at the nuclear level in ~50 cardiomyocytes per section and 5 sections per heart in the LV free wall using AxioVision software (Zeiss, Oberkochen, Germany) [",AxioVision,,SM4940,software,AXIOVISION,21492
4,184330,comm,comm/BMC_Evol_Biol/PMC6335727.nxml,6335727,30651060.0,10.1186/s12862-018-1343-6,2019,fig_caption,2,Red lines indicate barriers detected by BARRIER ranked a to f in order of importance,BARRIER,,SM61463,software,BARRIER,583
5,95252,comm,comm/BMC_Syst_Biol/PMC2383880.nxml,2383880,18433497.0,10.1186/1752-0509-2-36,2008,Authors' contributions,29,AE developed BioLayout Express3D visualisation of the pathway diagram,BioLayout Express3D,,SM122810,software,BIOLAYOUT EXPRESS3D,199
6,16502,,,,,10.1007/s13595-021-01029-4,2021,Ensemble species distribution models,0,"To model the potential distribution of the seven European tree species, an ensemble distribution modeling approach, implemented through the R package, biomod2 (Thuiller et al",biomod2,,SM34427,software,BIOMOD2,390
7,33534,comm,comm/BMC_Bioinformatics/PMC3230913.nxml,3230913,21957981.0,10.1186/1471-2105-12-383,2011,Discussion,33,This is probably due to the fact that the median is a poorer estimate of the expected probe intensity than the replacement from model-based methods used by caCORRECT and probe summarization software,caCORRECT,,SM93724,software,CACORRECT,231
8,289719,,,,,10.1161/JAHA.112.001206,2012,Discussion,5,"The changes in the age and sex distributions of the GWTG-CAD AMI population from 2003 to 2008, as shown in ",CAD,,SM10746,software,CAD,9256
9,15999,,,,,10.1002/ece3.3777,2018,Ancestral state reconstruction,1,"To examine the difference in habitat environments between the simple cecum type lineage and the manicate cecum type lineage, we used the phylogenetic generalized least squares method to control for phylogenetic signal by using the “pgls” command in the caper package (Orme et al",caper,,SM29781,software,CAPER,331
10,150781,non_comm,non_comm/Nucleic_Acids_Res/PMC3458523.nxml,3458523,22610855.0,10.1093/nar/gks433,2012,The CentriMo algorithm,12,"We conservatively choose 200 bp of flanking region on each side, and use 500 bp sequences as input to CentriMo in all results reported here",CentriMo,,SM102079,software,CENTRIMO,649
11,216884,,,,,10.1007/s00429-016-1264-3,2016,Discussion,9," At present, most approaches—including CIVET—estimate GM using a global intensity distribution",CIVET,,SM29406,software,CIVET,885
12,121538,comm,comm/Biology_(Basel)/PMC7463951.nxml,7463951,32718019.0,10.3390/biology9080188,2020,3.4. Mediator Proteins Associate with Imp-α and Do Not Have a Predictable cNLS,31,"For MED7 and MED27 specifically, putative cNLSs were identified using RegEx, but not NLStradamus and cNLS Mapper, suggesting these cNLSs may not be valid",cNLS Mapper,,SM59300,software,CNLS MAPPER,427
13,17968,non_comm,non_comm/Nucleic_Acids_Res/PMC1216340.nxml,1216340,16170155.0,10.1093/nar/gki837,2005,CFTR minimal promoter region encompassing the CFTR-CArG-like element is remarkably conserved,16,"Because so far all described CArG-box elements were found in the regulatory regions of immediate early genes (47) and in muscle-specific genes (22), we confirmed our first binding site prediction by using two other algorithms, AliBaba () and ConSite ()",ConSite,,SM14470,software,CONSITE,341
14,116360,,,,,10.1038/srep21815,2016,Method,4,Online tools: ConSurf,ConSurf,,SM1089,software,CONSURF,5584
15,193724,non_comm,non_comm/Mol_Biol_Evol/PMC3684854.nxml,3684854,23564938.0,10.1093/molbev/mst064,2013,Testing the Molecular Clock Hypothesis,22,"For tree-based tests of the molecular clock hypothesis, DAMBE implements both the ML method (a likelihood ratio test between the clock-constrained model and the unconstrained model) and the LS method (Xia 2009).",DAMBE,,SM4925,software,DAMBE,1695
16,68610,comm,comm/Radiol_Oncol/PMC4110082.nxml,4110082,25177240.0,10.2478/raon-2014-0014,2014,Statistical analysis of the differences in the plasma protein levels between the healthy volunteers and GBM patients,14,"The main functional categories that these proteins correspond to were determined using DAVID Bioinformatics Resources 6.722, to better understand the origins of the differences between the GPs and the HVs.",DAVID Bioinformatics Resources,6.722,SM6767,software,DAVID BIOINFORMATICS RESOURCES,2768
17,83570,comm,comm/eLife/PMC8455138.nxml,8455138,34473051.0,10.7554/eLife.63377,2021,,304,The reviewers each expressed concern over the simplicity of the datasets and the potentially limited scope of DeepEthogram in relation,DeepEthogram,,SM1070993,software,DEEPETHOGRAM,261
18,160276,,,,,10.1038/s41598-021-92380-z,2021,DLNM,0,"Upon choosing the predictors, the DLNM",DLNM,,SM34523,software,DLNM,1577
19,174478,non_comm,non_comm/Genome_Biol_Evol/PMC6141220.nxml,6141220,30113623.0,10.1093/gbe/evy167,2018,Genome Annotation,5,Gene prediction was performed using the preinformed gene-caller software Eugene (Foissac et al,Eugene,,SM85290,software,EUGENE,529
20,130630,comm,comm/Gigascience/PMC4349222.nxml,4349222,25741440.0,10.1186/s13742-014-0038-1,2015,,55,Exon.c123-RY.ExaML.unpartitioned,ExaML,,SM4040,software,EXAML,638
21,77540,comm,comm/PLoS_One/PMC5940214.nxml,5940214,29738577.0,10.1371/journal.pone.0196969,2018,Mitochondrial genotyping,14,Sequences were edited using FinchTV v.1.4.0 (http://www.geospiza.com) and aligned with ClustalW [50] within the MEGA v.5.2 software [51],FinchTV,,SM49461,software,FINCHTV,959
22,29093,,,,,10.1038/srep04510,2014,Methods,11, All data were analysed using the FlexiVent software,FlexiVent,,SM32405,software,FLEXIVENT,484
23,85442,comm,comm/PLoS_Pathog/PMC4701664.nxml,4701664,26731100.0,10.1371/journal.ppat.1005378,2016,Flow cytometry,36,All flow cytometry data acquisition was performed on a LSRII using FACSDiva software (BD Biosciences) and all analysis was performed using FlowJo X v0.7 (TreeStar).,FlowJo X,,SM23783,software,FLOWJO X,665
24,132253,,,,,10.3390/nu11112679,2019,2. Materials and Methods,5, In FoodWorks software food group serves are informed by the Australian Guide to Healthy Eating,FoodWorks,,SM60279,software,FOODWORKS,635
25,75006,comm,comm/Stand_Genomic_Sci/PMC3746428.nxml,3746428,23991255.0,10.4056/sigs.3617113,2013,Genome annotation,12,"Genes were identified using Prodigal [50] as part of the DOE-JGI annotation pipeline [51], followed by a round of manual curation using the JGI GenePRIMP pipeline [52]",GenePRIMP,,SM67475,software,GENEPRIMP,328
26,168143,comm,comm/Int_J_Mol_Sci/PMC7246994.nxml,7246994,32403359.0,10.3390/ijms21093393,2020,tab_caption,1,"Reconstruction of pan-, core, and softcore genome of all the genomes with Brite and Pathway algorithm of GhostKOALA.",GhostKOALA,,SM49739,software,GHOSTKOALA,385
27,86318,,,,,10.1371/journal.pone.0150723,2016,Materials and Methods,2, Our primary analysis was conducted using glm package of R,glm,,SM37920,software,GLM,5243
28,207562,,,,,10.1007/s00425-021-03603-6,2021,Bioinformatic analysis of RNA-Seq data,1,"Gene Ontology (GO) enrichment analysis of the differentially expressed genes (DEGs) was implemented by the GOseq R packages based Wallenius non-central hypergeometric distribution, which can adjust for gene length bias in DEGs (Guo et al",GOseq R,,SM4901,software,GOSEQ R,582
29,82018,,,,,10.1016/j.cell.2018.03.022,2018,Gene Programs/Canonical pathways,0,"Twenty-two Gene Programs and 20 additional pathways were used to characterize the molecular, signaling, and pathway level characteristics of the iCluster-based subtypes",iCluster,,SM23446,software,ICLUSTER,1433
30,28675,comm,comm/PLoS_One/PMC3076437.nxml,3076437,21533254.0,10.1371/journal.pone.0018697,2011,Video recording and behavioral analysis,6,"Onset and duration data for behavioral events were then imported into custom analysis procedures developed in Igor Pro (Wavemetrics, Lake Oswego, OR, USA) which allowed us to summarize and compare behavioral events between individual mice and across genotypes",Igor Pro,,SM2634,software,IGOR PRO,7681
31,91754,non_comm,non_comm/Sci_Adv/PMC7438091.nxml,7438091,32875102.0,10.1126/sciadv.aba0647,2020,Identification of specific m6A modification sites in KDM6B mRNA.,24,(A) IGV browser tracks showing that m6A peaks were enriched in the CDS of the KDM6B transcript from the m6A-seq data,IGV browser,,SM16918,software,IGV BROWSER,664
