Column1,license_893,location,pmcid,pmid,doi,pubdate,source_893,number,text,software,version,ID,curation_label,mention_counts,software_mention_1540,mapped_to_1540,source_45,platform_1540,package_url_1540,description_1540,homepage_url_1540,license_45,github_repo_1540,exact_match_1540,reference_1540,software_mention_692,mapped_to_692,source_871,package_url_692,description_692,github_repo_692,github_repo_license_692,exact_match_692,software_mention_865,mapped_to_865,source_21,platform_865,package_url_865,description_865,homepage_url_865,license_21,github_repo_865,exact_match_865,software_mention_15,mapped_to_15,source_1031,platform_15,package_url_15,description_15,homepage_url_15,license_1031,github_repo_15,exact_match_15,reference_15,software_mention,mapped_to,source_181,package_url,description,homepage_url,other_urls,github_repo,exact_match,RRID,reference,scicrunch_synonyms,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
44,,,,,10.1186/1471-2105-8-333,2007,Implementation,20,There are a number of different DAS server programs available,DAS,,SM22828,software,4264,,,,,,,,,,,,DAS,u-boot,Github API,https://github.com/u-boot/u-boot,"""Das U-Boot"" Source Tree",https://github.com/u-boot/u-boot,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,10.1172/jci.insight.152288,2021,Computational analysis,0, These paired-end reads were pre-processed using a custom Python script to extract the cell barcode and UMI from each R1 read and append them as a colon-delimited pair to the corresponding R2 read name,Python script,,SM3142,software,2152,,,,,,,,,,,,Python script,python-scripts,Github API,https://github.com/realpython/python-scripts,because i'm tired of gists,https://github.com/realpython/python-scripts,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,Python script,Python Programming Language,SciCrunch API,https://scicrunch.org/browse/resources/SCR_008394,"Programming language for all operating systems that lets users work more quickly and integrate their systems more effectively. Often compared to Tcl, Perl, Ruby, Scheme or Java. Some of its key distinguishing features include very clear and readable syntax, strong introspection capabilities, intuitive object orientation, natural expression of procedural code, full modularity, exception-based error handling, high level dynamic data types, extensive standard libraries and third party modules for virtually every task, extensions and modules easily written in C, C (or Java for Python, or .NET languages for IronPython), and embeddable within applications as a scripting interface.",['http://www.python.org/'],[],[None],FALSE,SCR_008394,"[nan, '(Python Programming Language, RRID:SCR_008394)']","['python programming language', 'python script']",,,,,,,,,,,
46,comm,comm/Sci_Rep/PMC5770391.nxml,5770391,293397450,10.1038/s41598-017-17338-6,2018,Gene Prediction,57,"Four gene prediction sets were independently generated using Augustus, Genemark, Gnomon, and SNAP",Augustus,,SM6895,software,6497,,,,,,,,,,,,Augustus,Augustus,Github API,https://github.com/Gaius-Augustus/Augustus,Genome annotation with AUGUSTUS,https://github.com/Gaius-Augustus/Augustus,,TRUE,,,,,,,,,,,,,,,,,,,,,,Augustus,Augustus,SciCrunch API,https://scicrunch.org/browse/resources/SCR_008417,Software for gene prediction in eukaryotic genomic sequences. Serves as a basis for further steps in the analysis of sequenced and assembled eukaryotic genomes.,['http://bioinf.uni-greifswald.de/augustus/'],[],[None],TRUE,SCR_008417,"['http://www.ncbi.nlm.nih.gov/pubmed/23700307', '(Augustus, RRID:SCR_008417)']","['augustus: gene prediction', 'augustus']",,,,,,,,,,,
47,,,,,10.3390/diagnostics10060426,2020,2.3. Instrumentation,2,"The ViMove system (Dorsavi©), which uses portable inertial sensors based on IMUs, allows the measurement of cervical and lumbar mobility (flexion/extension, lateral flexion, and rotation) and was used as an IMU sensor-based system",ViMove,,SM216994,software,541,,,,,,,,,,,,ViMove,vimoverflow,Github API,https://github.com/Chakerbh/vimoverflow,Search Stackoverflow in vim,https://github.com/Chakerbh/vimoverflow,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,comm,comm/Polymers_(Basel)/PMC8231540.nxml,8231540,341991520,10.3390/polym13121958,2021,2.5. Weight and Volume Fractions of the Nanoplatelets,29,The “group” command in LAMMPS was utilized to specify the atom types that were used to determine the partial weight for each nanoplatelet,LAMMPS,,SM2572,software,5036,,,,,,,,,,,,LAMMPS,LAMMPS,Github API,https://github.com/CFDEMproject/LAMMPS,,https://github.com/CFDEMproject/LAMMPS,GPL-2.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,10.1080/03610918.2018.1487068,2020,Results,8," In all cases where the variance–covariance matrix is high, the FN ratios of the RM and FAST-MCD methods are higher than that of the BACON method",BACON,,SM54986,software,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,10.1007/s10705-017-9877-3,2017,Limitations and challenges to DST application in SSA,3, Such capabilities already exist in models such as APSIM and DSSAT (Huth et al,DSSAT,,SM34193,software,2455,DSSAT,DSSAT,CRAN Index,CRAN,https://cran.r-project.org/web/packages/DSSAT/index.html,A Comprehensive R Interface for the DSSAT Cropping Systems Model,[None],GPL (? 3),,TRUE,"<pre>
  @Manual{,
    title = {{DSSAT}: {A }Comprehensive {R }Interface for the {DSSAT
      Cropping Systems Model}},
    author = {Phillip D Alderman},
    year = {2021},
    note = {R package version 0.0.5.},
    url = {https://CRAN.R-project.org/package=DSSAT},
  }
</pre>",DSSAT,DSSAT,Github API,https://github.com/palderman/DSSAT,,https://github.com/palderman/DSSAT,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,non_comm,non_comm/J_Cancer/PMC4067512.nxml,4067512,249633570,10.7150/jca.9207,2014,Data Mining and Analysis,12,"To measure the reliability of the analysis results, comparisons with HPSCC genes published on Pubmed (http://www.ncbi.nlm.nih.gov/) and in EBI datasets (http://www.ebi.ac.uk/) were computed (up to June, 2013), and the Venny graphic tool (http://bioinfogp.cnb.csic.es/tools/venny/index.html) was used to describe the consistency within the above data",Venny,,SM20385,software,3354,,,,,,,,,,,,Venny,Venny,Github API,https://github.com/400kVenus/Venny,Heyo im Ven/Venny my pronouns are she/him/they <3,https://github.com/400kVenus/Venny,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,non_comm,non_comm/Synth_Syst_Biotechnol/PMC6926304.nxml,6926304,318909270,10.1016/j.synbio.2019.12.001,2019,Other highly supported deep relationships within basidiomycota,35,Both Standard phylogenomics and CVTree could not resolve relationships within subphylum Pucciniomycotina with high confidence,CVTree,,SM36827,software,1041,,,,,,,,,,,,CVTree,CVTree,Github API,https://github.com/ghzuo/CVTree,A whole-genome and alignment-free prokaryotic phylogeny tool,https://github.com/ghzuo/CVTree,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,non_comm,non_comm/mBio/PMC5941068.nxml,5941068,297399100,10.1128/mBio.00381-18,2018,Population structure and recombination rates.,59,The population-scaled recombination rates (? = 2 Ner [where Ne represents the effective population size and r is the recombination rate]) were calculated using whole-genome scaffolds and excluding small chromosomes enriched with MSGs using the INTERVAL program in LDhat v.2.2 (76),LDhat,,SM104684,software,646,,,,,,,,,,,,LDhat,LDhat,Github API,https://github.com/auton1/LDhat,Estimate recombination rates from population genetic data,https://github.com/auton1/LDhat,,TRUE,,,,,,,,,,,,,,,,,,,,,,LDhat,LDHAT,SciCrunch API,https://scicrunch.org/browse/resources/SCR_006298,Software package for the analysis of recombination rates from population genetic data (entry from Genetic Analysis Software),['http://www.stats.ox.ac.uk/~mcvean/LDhat/'],[],[None],FALSE,SCR_006298,"[nan, '(LDHAT, RRID:SCR_006298)']",['ldhat'],,,,,,,,,,,
54,,,,,10.1080/10962247.2014.976098,2014,Author Index,32,"Statistical evaluation of a new air dispersion model against AERMOD using the Prairie Grass data set, 219",AERMOD,,SM63044,software,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,10.1080/00288330.2016.1260606,2017,Results,7,"The ROMS mean surface temperature, ",ROMS,,SM192798,software,1516,,,,,,,,,,,,ROMS,DualBootPatcher,Github API,https://github.com/chenxiaolong/DualBootPatcher,Patches Android ROMs for dual boot support,https://github.com/chenxiaolong/DualBootPatcher,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,comm,comm/J_Transl_Med/PMC4272567.nxml,4272567,254911230,10.1186/s12967-014-0327-6,2014,Organ bath studies,5,"Analytical software (Chart, version 3.5 s/s MacLab®, New South Wales, Australia) was used to display and analyse the amplitude and frequency of the contractions",Chart,,SM14328,software,2825,,,,,,,,,,,,Chart,charts,Github API,https://github.com/helm/charts,??(OBSOLETE) Curated applications for Kubernetes,https://github.com/helm/charts,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,comm,comm/PLoS_Genet/PMC6157899.nxml,6157899,302163390,10.1371/journal.pgen.1007642,2018,Gene set enrichment analysis (GSEA),70,Analysis was conducted using the GSEAPreranked tool to calculate a classic enrichment score for each set,GSEAPreranked,,SM23856,software,366,,,,,,,,,,,,GSEAPreranked,gseapreranked-gpmodule,Github API,https://github.com/GSEA-MSigDB/gseapreranked-gpmodule,A GenePattern module for running the GSEA Preranked method,https://github.com/GSEA-MSigDB/gseapreranked-gpmodule,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,10.1007/s11295-017-1103-6,2017,Spatial analysis,0,Spatial analysis based on a two-dimensional separable autoregressive (AR1) model was used to fit the row and column directions for tree height data at each trial using ASReml 3,ASReml,,SM19323,software,3540,,,,,,,,,,,,ASReml,ASReml,Github API,https://github.com/austin-putz/ASReml,Things concerning ASReml,https://github.com/austin-putz/ASReml,GPL-2.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,comm,comm/Sci_Rep/PMC8339123.nxml,8339123,343491260,10.1038/s41598-021-94005-x,2021,Introduction,2,KeyPathwayMiner and BioNet are two powerful subnetwork discovery tools that are used for data integration,BioNet,,SM3190,software,571,,,,,,,,,,,,BioNet,BioNet,Github API,https://github.com/samuel-oldra/BioNet,?? BioNet | TCC | Sistemas de Informação,https://github.com/samuel-oldra/BioNet,,TRUE,,,,,,,,,,,BioNet,BioNet,Bioconductor Index,Bioconductor,https://www.bioconductor.org/packages/release/bioc/html/BioNet.html,Routines for the functional analysis of biological networks,['http://bionet.bioapps.biozentrum.uni-wuerzburg.de/'],GPL (>= 2),,TRUE,https://doi.org/doi:10.18129/B9.bioc.BioNet,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,10.1073/pnas.1911708117,2020,paper_abstract,0," Furthermore, CTCF–BORIS chimeric constructs provided evidence that, besides the N terminus of CTCF, the first two CTCF zinc fingers, and likely the 3D geometry of CTCF–DNA complexes, are also involved in cohesin retention",BORIS,,SM19326,software,2275,,,,,,,,,,,,BORIS,BORIS,Github API,https://github.com/olivierfriard/BORIS,Behavioral Observation Research Interactive Software,https://github.com/olivierfriard/BORIS,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,10.1186/s12864-020-07239-w,2020,Performance comparison to counterpart methods,2,"Performance comparison between DeepRKE, GraphProt, deepnet-rbp, DeepBind and iDeepV on RBP-24 dataset",GraphProt,,SM113360,software,522,,,,,,,,,,,,GraphProt,GraphProt,Github API,https://github.com/dmaticzka/GraphProt,GraphProt: modelling binding preferences of RNA-binding proteins,https://github.com/dmaticzka/GraphProt,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,GraphProt,GraphProt,SciCrunch API,https://scicrunch.org/browse/resources/SCR_005842,Software for modeling binding preferences of RNA-binding proteins from high-throughput experiments such as CLIP-seq and RNAcompete.,['http://www.bioinf.uni-freiburg.de/Software/GraphProt/'],['https://bio.tools/graphprot'],[None],TRUE,SCR_005842,"['http://www.ncbi.nlm.nih.gov/pubmed/24451197', '(GraphProt, RRID:SCR_005842)']",['graphprot'],,,,,,,,,,,
62,,,,,10.1186/1471-2164-11-449,2010,Insertion sequence element characterization,4,KEGG pathway maps were generated with KEGG Automatic Annotation Server [,KEGG Automatic Annotation Server,,SM29314,software,268,,,,,,,,,,,,KEGG Automatic Annotation Server,kaas,Github API,https://github.com/PEHGP/kaas,KEGG Automatic Annotation Server Localization,https://github.com/PEHGP/kaas,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,10.1186/s12864-017-3912-2,2017,Analysis of the effect of Ebola VP24 mutations on interaction with KPNA5,4,mCSM stability,mCSM,,SM56619,software,1253,,,,,,,,,,,,mCSM,MCSManager,Github API,https://github.com/MCSManager/MCSManager,??????????????????? Docker ? Minecraft ???????,https://github.com/MCSManager/MCSManager,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,comm,comm/Cell_Commun_Signal/PMC6915923.nxml,6915923,318429180,10.1186/s12964-019-0487-3,2019,Electrophysiology,14,"To acquire and analyse data, the pClamp9/10 software package (Molecular Devices) was used",pClamp9,pClamp9/10,SM128128,software,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,10.1109/TVLSI.2020.3026112,2021,Introduction,12," We demonstrate that global analysis can identify complex patterns, such as streaming and load-balancing, effectively reducing schedule latencies of PageRank implementations",PageRank,,SM63974,software,3612,,,,,,,,,,,,PageRank,PageRank,Github API,https://github.com/timothyasp/PageRank,Implementation of the PageRank algorithm,https://github.com/timothyasp/PageRank,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,comm,comm/Virol_J/PMC2311284.nxml,2311284,183251250,10.1186/1743-422X-5-40,2008,,42,synonymous substitutions calculated by SLAC likelihood analysis.,SLAC,,SM25029,software,729,,,,,,,,,,,,SLAC,SlackTextViewController,Github API,https://github.com/slackhq/SlackTextViewController,??**DEPRECATED** ?? A drop-in UIViewController subclass with a growing text input view and other useful messaging features,https://github.com/slackhq/SlackTextViewController,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,10.1371/journal.pone.0099458,2014,Microscopy,1, Confocal image overlays were processed using Zeiss LSM Image Browser software,Zeiss LSM Image Browser,,SM17746,software,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,,,,OK,
68,,,,,10.1177/1050651914535931,2015,Method,10,We analyzed the network data using the software package UCINET (,UCINET,,SM3956,software,3055,,,,,,,,,,,,UCINET,rucinet,Github API,https://github.com/jfaganUK/rucinet,An R package to interact with UCINET files,https://github.com/jfaganUK/rucinet,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INS,SN,Y,N,N,Y,,,,OK,
69,comm,comm/Insights_Imaging/PMC7695769.nxml,7695769,332454430,10.1186/s13244-020-00927-x,2020,,19,"A representative proximal and distal sphincters and membranous urethra before and after the deletion of spurious fibers on DSI Studio, respectively, from top to bottom",DSI Studio,,SM220425,software,613,,,,,,,,,,,,DSI Studio,DSI-Studio,Github API,https://github.com/frankyeh/DSI-Studio,A Tractography Tool for Diffusion MRI,https://github.com/frankyeh/DSI-Studio,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAM,SN,Y,N,N,Y,C++,https://github.com/frankyeh/DSI-Studio,,OK,
70,comm,comm/F1000Res/PMC6419982.nxml,6419982,309186260,10.12688/f1000research.9227.2,2018,,229,  We think that the main innovation of NG-Tax is the way OTUs are generated,NG-Tax,,SM44999,software,348,,,,,,,,,,,,NG-Tax,NG-Tax,Github API,https://github.com/JavierRamiroGarcia/NG-Tax,"NG-Tax is an improved pipeline for 16S rRNA gene amplicon sequencing data. Several novel steps ensure improved robustness against errors associated with technical aspects of these studies, such as PCR protocols, choice of 16S rRNA gene variable region and variable rates of sequencing error. The commonly reported problems such as many un- or poorly classified OTUs, inflated richness and diversity, taxonomic profiles that do not match the expected ones, region dependent taxonomic classification and results being highly dependent on minor changes in the experimental setup have been tackled with NG-Tax.",https://github.com/JavierRamiroGarcia/NG-Tax,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URL,SP,Y,N,Y,Y,shell,https://github.com/JavierRamiroGarcia/NG-Tax,,OK,
71,,,,,10.3389/fchem.2017.00027,2017,Theoretical investigations,8,1M using consensus method implemented in MarvinSketch,MarvinSketch,,SM2166,software,1213,,,,,,,,,,,,MarvinSketch,moodle-qtype_easyomech,Github API,https://github.com/cleblond/moodle-qtype_easyomech,Moodle qtype for curved arrow (electron pushing) based on MarvinSketch,https://github.com/cleblond/moodle-qtype_easyomech,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INS,SN,Y,N,N,Y,,,x,OK,"Wrong repo in column AF, code is not open source, since SN in QA"
72,comm,comm/mSystems/PMC5069768.nxml,5069768,278225350,10.1128/mSystems.00028-15,2016,,9,"*, the total number of OBUs (in parentheses) and number of PKS/NRPS pathways were calculated based on antiSMASH and NaPDoS (10) predictions and recursive analysis by MultiGeneBlast (81)",MultiGeneBlast,,SM62491,software,378,,,,,,,,,,,,MultiGeneBlast,MultiGeneBlastParser,Github API,https://github.com/jrjhealey/MultiGeneBlastParser,Script(s) to handle the output of MultiGeneBlast (http://multigeneblast.sourceforge.net/),https://github.com/jrjhealey/MultiGeneBlastParser,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUB,SN,Y,N,N,Y,Python,http://multigeneblast.sourceforge.net/,,OK,
73,,,,,http://dx.plos.org/10.1371/journal.ppat.1002397,2011,Protein analyses,0,Protein samples were separated by polyacrylamide-SDS gel electrophoresis and transferred to Immobilon filters,SDS,,SM4545,software,16386,,,,,,,,,,,,SDS,sds,Github API,https://github.com/antirez/sds,Simple Dynamic Strings library for C,https://github.com/antirez/sds,BSD-2-Clause,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INS,SN,Y,N,N,Y,,,,OK,
74,comm,comm/PLoS_One/PMC3829842.nxml,3829842,242601720,10.1371/journal.pone.0079217 ,2013,Introduction,3,"The methods in this category that we considered in this work were: Pathway Level Analysis of Gene Expression (PLAGE) [22], Z-score [23], Single Sample GSEA (SSGSEA) [24] and Gene Set Variation Analysis (GSVA) [25]",Gene Set Variation Analysis (GSVA),,SM16985,software,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUB,SN,Y,N,N,Y,R,https://code.bioconductor.org/browse/GSVA/,,OK,
