,software,count,urls
386,SwissPDBViewer),1,"[['https://www.sciencedirect.com/science/article/pii/S0168170210001231', 'https://api.elsevier.com/content/article/pii/S0168170210001231', 'https://doi.org/10.1016/j.virusres.2010.03.020', 'https://www.ncbi.nlm.nih.gov/pubmed/20398710/']]"
387,AGM,2,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250608/']]
388,CLH,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/32993152/', 'https://doi.org/10.3390/foods9101369']]"
389,Euk,13,"[['https://doi.org/10.3390/ani10081257', 'https://www.ncbi.nlm.nih.gov/pubmed/32722141/'], ['https://www.ncbi.nlm.nih.gov/pubmed/28890846/', 'https://doi.org/10.7717/peerj.3561'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3369836/']]"
390,DIVAs,3,"[['https://doi.org/10.1007/s11042-020-09050-x', 'https://www.ncbi.nlm.nih.gov/pubmed/32837246/']]"
391,ivD platform,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4975254/']]
392,Mass spec,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122056/']]
393,predisi,2,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223900/']]
394,NAOqi,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7527154/']]
395,Fluidigm Digital Array TM,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3526318/']]
396,CLC Genomics Workbench (CLC Bio,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/30101189/', 'https://doi.org/10.1126/sciadv.aas9667']]"
397,Calcusyn®,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104471/']]
398,ABI Inform,2,"[['https://www.ncbi.nlm.nih.gov/pubmed/33499883/', 'https://doi.org/10.1186/s12992-021-00667-7'], ['https://www.ncbi.nlm.nih.gov/pubmed/32921856/', 'https://api.elsevier.com/content/article/pii/S0169207020301151', 'https://doi.org/10.1016/j.ijforecast.2020.08.001', 'https://www.sciencedirect.com/science/article/pii/S0169207020301151']]"
399,Allergen Online,1,"[['https://doi.org/10.1371/journal.pone.0237181', 'https://www.ncbi.nlm.nih.gov/pubmed/32813697/']]"
400,Cyclone,6,"[['https://www.ncbi.nlm.nih.gov/pubmed/32977540/', 'https://doi.org/10.3390/s20195457'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159476/'], ['https://www.ncbi.nlm.nih.gov/pubmed/20671029/', 'https://doi.org/10.1093/nar/gkq647'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103105/']]"
401,XAMPP,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537262/']]
402,GenSript,1,[['https://doi.org/10.1101/2020.03.31.014639']]
403,ADSS,2,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088195/']]
404,MutantW,1,"[['https://doi.org/10.1038/srep20918', 'https://www.ncbi.nlm.nih.gov/pubmed/26879383/']]"
405,Cytometry List Mode Acquisition,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/25131332/', 'https://doi.org/10.1111/cmi.12339']]"
406,Reveal LINQ,1,"[['https://doi.org/10.1038/s41569-020-00445-9', 'https://www.ncbi.nlm.nih.gov/pubmed/33037325/']]"
407,QM,1,"[['https://www.sciencedirect.com/science/article/pii/S0010482516300397', 'https://api.elsevier.com/content/article/pii/S0010482516300397', 'https://www.ncbi.nlm.nih.gov/pubmed/27089305/', 'https://doi.org/10.1016/j.compbiomed.2016.02.010'], ['https://doi.org/10.1016/j.jairtraman.2015.02.003', 'https://www.sciencedirect.com/science/article/pii/S0969699715000174', 'https://api.elsevier.com/content/article/pii/S0969699715000174', 'https://www.ncbi.nlm.nih.gov/pubmed/32572319/'], ['https://arxiv.org/pdf/2101.01780v1.pdf']]"
408,Flow Jo,14,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6687752/'], ['https://doi.org/10.1101/2020.08.24.264069'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7090450/'], ['https://api.elsevier.com/content/article/pii/S0168365918302165', 'https://www.ncbi.nlm.nih.gov/pubmed/29673645/', 'https://www.sciencedirect.com/science/article/pii/S0168365918302165', 'https://doi.org/10.1016/j.jconrel.2018.04.031'], ['https://www.ncbi.nlm.nih.gov/pubmed/19778418/', 'https://doi.org/10.1186/1423-0127-16-89'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4364728/'], ['https://doi.org/10.1101/2020.09.04.283853'], ['https://www.sciencedirect.com/science/article/pii/S0034528816305343', 'https://doi.org/10.1016/j.rvsc.2017.01.008', 'https://www.ncbi.nlm.nih.gov/pubmed/28135671/', 'https://api.elsevier.com/content/article/pii/S0034528816305343'], ['https://www.ncbi.nlm.nih.gov/pubmed/28332568/', 'https://doi.org/10.1038/srep44875'], ['https://doi.org/10.3389/fimmu.2018.00913', 'https://www.ncbi.nlm.nih.gov/pubmed/29774028/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4671072/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7468319/'], ['https://doi.org/10.1002/jmv.23832', 'https://www.ncbi.nlm.nih.gov/pubmed/24170344/'], ['https://doi.org/10.1021/acs.jmedchem.5b01283', 'https://www.ncbi.nlm.nih.gov/pubmed/26599611/'], ['https://www.ncbi.nlm.nih.gov/pubmed/22792357/', 'https://doi.org/10.1371/journal.pone.0040502'], ['https://www.ncbi.nlm.nih.gov/pubmed/25921341/', 'https://doi.org/10.1038/mi.2015.35'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7504098/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5161024/']]"
409,DROPimage Matrix,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33134706/', 'https://doi.org/10.1021/acsomega.0c03917'], ['https://doi.org/10.1101/2020.03.17.994137']]"
410,Arelequin,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094720/']]
411,WebQuests,25,"[['https://www.ncbi.nlm.nih.gov/pubmed/32836324/', 'https://doi.org/10.1111/flan.12452'], ['https://www.ncbi.nlm.nih.gov/pubmed/32834414/', 'https://doi.org/10.1016/j.compedu.2020.103979', 'https://api.elsevier.com/content/article/pii/S0360131520301779', 'https://www.sciencedirect.com/science/article/pii/S0360131520301779?v=s5'], ['https://doi.org/10.1016/j.ijer.2020.101652', 'https://www.sciencedirect.com/science/article/pii/S0883035520317584', 'https://api.elsevier.com/content/article/pii/S0883035520317584', 'https://www.ncbi.nlm.nih.gov/pubmed/32901172/']]"
412,cur,2,"[['https://arxiv.org/pdf/2007.04553v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pubmed/32836681/', 'https://doi.org/10.1016/j.jeconom.2020.07.039', 'https://www.sciencedirect.com/science/article/pii/S0304407620302633?v=s5', 'https://api.elsevier.com/content/article/pii/S0304407620302633']]"
413,SIRemp,5,"[['https://doi.org/10.1002/pra2.252', 'https://www.ncbi.nlm.nih.gov/pubmed/33173813/']]"
414,CONQUEST,29,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7298177/']]
