,software,count,rand_urls,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
544,ALDEx2,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193045/,,,,,,,,,,NCH,
545,BIODEV,1,https://www.ncbi.nlm.nih.gov/pubmed/19006507/;https://doi.org/10.1111/j.1708-8305.2008.00232.x,,,,,,,,,,NCH,
546,WebAssembly,11,https://arxiv.org/pdf/2010.15403v1.pdf,,,,,,,,,,NCH,
547,Multi Gauge,2,https://doi.org/10.1371/journal.ppat.1008093;https://www.ncbi.nlm.nih.gov/pubmed/31600344/,,,,,,,,,,NCH,
548,#NAME?,1,https://doi.org/10.1371/journal.ppat.1008902;https://www.ncbi.nlm.nih.gov/pubmed/33035262/,,,,,,,,,,NCH,
549,Multichoice,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7330882/,,,,,,,,,,NCH,
550,SECT,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080153/,,,,,,,,,,NCH,
551,TMiRob,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7837077/,,,,,,,,,,NCH,
552,CELL QUEST,1,https://www.ncbi.nlm.nih.gov/pubmed/19740316/;https://doi.org/10.1111/j.1365-2567.2008.03030.x,,,,,,,,,,NCH,
553,BrainLAB iPlan,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7097478/,,,,,,,,,,NCH,
554,Pharos,2,https://www.ncbi.nlm.nih.gov/pubmed/33156327/;https://doi.org/10.1093/nar/gkaa993,,,,,,,,,,NCH,
555,SponzFest,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7656517/,,,,,,,,,,NCH,
556,Ibsen,1,https://api.elsevier.com/content/article/pii/S0716864020300948;https://www.sciencedirect.com/science/article/pii/S0716864020300948,,,,,,,,,,NCH,
557,Quick,3,https://api.elsevier.com/content/article/pii/S2213422020301165;https://doi.org/10.1016/j.imr.2020.100484;https://www.ncbi.nlm.nih.gov/pubmed/32837904/;https://www.sciencedirect.com/science/article/pii/S2213422020301165?v=s5,,,,,,,,,,NCH,
558,MedSeg,2,https://www.ncbi.nlm.nih.gov/pubmed/33192159/;https://doi.org/10.1007/s11042-020-10010-8,,,,,,,,,,NCH,
559,DF,2,https://www.ncbi.nlm.nih.gov/pubmed/14739650/,,,,,,,,,,NCH,
560,Freegate,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7152225/,,,,,,,,,,NCH,
561,HyP,1,http://europepmc.org/articles/pmc3449240?pdf=render,,,,,,,,,,NCH,
562,AGYW,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368608/,,,,,,,,,,NCH,
563,Dell,1,https://doi.org/10.3389/fgene.2020.00492;https://www.ncbi.nlm.nih.gov/pubmed/32528525/,,,,,,,,,,NCH,
564,SilentReminderE,1,https://www.ncbi.nlm.nih.gov/pubmed/32859157/;https://doi.org/10.1186/s12882-020-02008-z,,,,,,,,,,NCH,
565,BNB,1,https://arxiv.org/pdf/2005.10797v1.pdf,,,,,,,,,,NCH,
566,QTAS HORAS,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095962/,,,,,,,,,,NCH,
567,TT,1,https://doi.org/10.1101/2020.07.19.211235;https://www.ncbi.nlm.nih.gov/pubmed/32743586/,,,,,,,,,,NCH,
568,SimConnect SDK,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302236/,,,,,,,,,,NCH,
569,RDFa,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250621/,,,,,,,,,,NCH,
570,est,7,https://doi.org/10.3390/v12121398;https://www.ncbi.nlm.nih.gov/pubmed/33291220/,,,,,,,,,,NCH,
571,QEVO®,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278230/,,,,,,,,,,NCH,
572,Lasergene Ò,1,https://www.ncbi.nlm.nih.gov/pubmed/25861750/;https://doi.org/10.1016/j.meegid.2015.03.032;https://api.elsevier.com/content/article/pii/S1567134815001173;https://www.sciencedirect.com/science/article/pii/S1567134815001173,,,,,,,,,,NCH,
573,PyTextRank,1,https://arxiv.org/pdf/2010.16357v1.pdf,,,,,,,,,,NCH,
574,gem5,4,https://arxiv.org/pdf/2101.05314v1.pdf,,,,,,,,,,NCH,
575,SISTA,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223907/,,,,,,,,,,NCH,
576,BioMart ID converter,1,https://www.ncbi.nlm.nih.gov/pubmed/24496798/;https://doi.org/10.1128/mbio.01102-13,,,,,,,,,,SB,
577,Genome Detective Coronavirus Typing Tool,4,https://doi.org/10.1101/2020.04.07.030924,,,,,,,,,,SB,
578,BLAST + application,1,https://doi.org/10.1021/acs.jcim.0c00634;https://www.ncbi.nlm.nih.gov/pubmed/32853525/,,,,,,,,,,SB,
579,WeDoctor,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278286/,,,,,,,,,,SB,
580,hrsACE2,1,https://api.elsevier.com/content/article/pii/S0009898120302503;https://www.sciencedirect.com/science/article/pii/S0009898120302503?v=s5;https://doi.org/10.1016/j.cca.2020.05.044;https://www.ncbi.nlm.nih.gov/pubmed/32474009/,,,,,,,,,,SB,
581,EUPHAS,1,https://www.ncbi.nlm.nih.gov/pubmed/33060844/;https://doi.org/10.1038/s41581-020-00356-5,,,,,,,,,,SB,
582,Geneious ® Prime,1,https://doi.org/10.1101/2020.06.29.20142349;http://medrxiv.org/cgi/content/short/2020.06.29.20142349v1?rss=1,,,,,,,,,,SB,
583,Alphafold,2,https://doi.org/10.1093/bib/bbaa362;https://www.ncbi.nlm.nih.gov/pubmed/33348379/,,,,,,,,,,SB,
584,NET NEURON,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163953/,,,,,,,,,,SB,
585,SICO - eVM),1,https://doi.org/10.2991/jegh.k.200628.001;https://www.ncbi.nlm.nih.gov/pubmed/32954711/,,,,,,,,,,SB,
586,RA,2,https://arxiv.org/pdf/2009.08864v1.pdf,,,,,,,,,,SB,
587,MOE®,3,https://www.ncbi.nlm.nih.gov/pubmed/33052313/;https://doi.org/10.1016/j.imu.2020.100446;https://www.sciencedirect.com/science/article/pii/S2352914820305967?v=s5;https://api.elsevier.com/content/article/pii/S2352914820305967,,,,,,,,,,SB,
588,GEMx,2,https://www.ncbi.nlm.nih.gov/pubmed/32957964/;https://doi.org/10.1186/s12909-020-02224-z,,,,,,,,,,SB,
589,ClinVar,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4835520/,,,,,,,,,,SB,
590,Lasergene PrimerSelect,1,https://www.ncbi.nlm.nih.gov/pubmed/23638038/;https://doi.org/10.1371/journal.pone.0062318,,,,,,,,,,SB,
591,Quickoffice,1,https://www.sciencedirect.com/science/article/pii/S1567539403001245;https://www.ncbi.nlm.nih.gov/pubmed/14990326/;https://api.elsevier.com/content/article/pii/S1567539403001245,,,,,,,,,,SB,
592,CELLQuest,8,https://www.ncbi.nlm.nih.gov/pubmed/15710651/,,,,,,,,,,SB,
593,CFDA,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4355554/,,,,,,,,,,SB,
594,Mojave,2,https://api.elsevier.com/content/article/pii/S1477893920303215;https://www.ncbi.nlm.nih.gov/pubmed/32763496/;https://doi.org/10.1016/j.tmaid.2020.101825;https://www.sciencedirect.com/science/article/pii/S1477893920303215?v=s5,,,,,,,,,,SB,
595,Genetic Profiler,1,https://www.ncbi.nlm.nih.gov/pubmed/12905489/,,,,,,,,,,SB,
596,LOCK,13,https://doi.org/10.1007/s00726-008-0088-8;https://www.ncbi.nlm.nih.gov/pubmed/18421562/,,,,,,,,,,SB,
597,MeaSurement Tool to Assess systematic Reviews - 2 (AMSTAR - 2),1,https://www.ncbi.nlm.nih.gov/pubmed/33326318/;https://doi.org/10.1177/1753466620976021,,,,,,,,,,SB,
598,ParFlow,13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302287/,,,,,,,,,,SB,
599,Air,4,https://doi.org/10.1007/s40506-015-0057-1;https://www.ncbi.nlm.nih.gov/pubmed/32226323/,,,,,,,,,,SB,
600,CONSTRAINT,2,https://arxiv.org/pdf/2101.05499v1.pdf,,,,,,,,,,SB,
601,surveillance,2,https://doi.org/10.1101/2020.06.26.20140210;http://medrxiv.org/cgi/content/short/2020.06.26.20140210v1?rss=1,,,,,,,,,,SB,
602,/ Astra,1,https://api.elsevier.com/content/article/pii/S0168365918300725;https://doi.org/10.1016/j.jconrel.2018.02.012;https://www.ncbi.nlm.nih.gov/pubmed/29432822/;https://www.sciencedirect.com/science/article/pii/S0168365918300725,,,,,,,,,,SB,
603,- Base ld _ clump R packageMVMR R,1,https://doi.org/10.1101/2020.07.09.20149450;http://medrxiv.org/cgi/content/short/2020.07.09.20149450v1?rss=1,,,,,,,,,,SB,
604,Avadis,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3127811/,,,,,,,,,,SB,
605,RAINFOR,1,https://doi.org/10.1038/s41597-020-00766-x;https://www.ncbi.nlm.nih.gov/pubmed/33262346/,,,,,,,,,,SB,
606,ModEval,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7157477/,,,,,,,,,,SB,
607,MuMIn R package,1,https://doi.org/10.1101/2021.02.01.21250935;http://medrxiv.org/cgi/content/short/2021.02.01.21250935v1?rss=1,,,,,,,,,,SB,
608,ARDIYRASY,2,https://doi.org/10.3389/fimmu.2018.00099;https://www.ncbi.nlm.nih.gov/pubmed/29441070/,,,,,,,,,,SB,
609,plethy,1,https://doi.org/10.1186/s12859-015-0547-7;https://www.ncbi.nlm.nih.gov/pubmed/25924931/,,,,,,,,,,SB,
610,LifeGene,46,https://doi.org/10.1007/s10654-010-9521-x;https://www.ncbi.nlm.nih.gov/pubmed/21104112/,,,,,,,,,,SB,
611,AROME,1,https://www.ncbi.nlm.nih.gov/pubmed/32580130/;https://doi.org/10.1016/j.ejca.2020.05.015;https://api.elsevier.com/content/article/pii/S0959804920302811;https://www.sciencedirect.com/science/article/pii/S0959804920302811,,,,,,,,,,SB,
612,PhosTransfer,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206318/,,,,,,,,,,SB,
613,NIKON elements,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103170/,,,,,,,,,,SB,
614,Parflow,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302287/,,,,,,,,,,SB,
615,GtoImmuPdb,2,https://doi.org/10.1111/imm.13201;https://www.ncbi.nlm.nih.gov/pubmed/32297319/,,,,,,,,,,SB,
616,NanopolishComp,1,https://doi.org/10.1101/2020.07.18.204362,,,,,,,,,,SB,
617,Cochrane LibraryÓ,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095336/,,,,,,,,,,SB,
618,RBPuite,1,https://www.ncbi.nlm.nih.gov/pubmed/33297946/;https://doi.org/10.1186/s12864-020-07291-6,,,,,,,,,,SB,
619,InSHAPE,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7525076/,,,,,,,,,,SB,
620,TOURGO,1,https://api.elsevier.com/content/article/pii/S1477893918303922;https://www.ncbi.nlm.nih.gov/pubmed/31102656/;https://doi.org/10.1016/j.tmaid.2019.05.009;https://www.sciencedirect.com/science/article/pii/S1477893918303922,,,,,,,,,,SB,
621,DNAnexus,6,https://doi.org/10.1101/2020.05.22.110833,,,,,,,,,,SB,
622,TORIAL,1,https://arxiv.org/pdf/2010.06694v1.pdf,,,,,,,,,,SB,
623,JMAnalyser,1,https://doi.org/10.1155/2020/8831862;https://www.ncbi.nlm.nih.gov/pubmed/33163237/,,,,,,,,,,SB,
624,PNRG,1,https://arxiv.org/pdf/2012.03472v1.pdf,,,,,,,,,,SB,
625,NGAL,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095301/,,,,,,,,,,SB,
626,ModRef,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7418129/,,,,,,,,,,SB,
627,ReValidate,2,https://doi.org/10.1155/2020/7613569;https://www.ncbi.nlm.nih.gov/pubmed/33062041/,,,,,,,,,,SB,
628,Libdock,8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4304229/,,,,,,,,,,SB,
629,CavityPlus,7,https://www.ncbi.nlm.nih.gov/pubmed/32787684/;https://doi.org/10.4155/fmc-2020-0165,,,,,,,,,,SB,
630,EG,4,https://api.elsevier.com/content/article/pii/S1201971220303362;https://www.ncbi.nlm.nih.gov/pubmed/32437930/;https://doi.org/10.1016/j.ijid.2020.05.029;https://www.sciencedirect.com/science/article/pii/S1201971220303362?v=s5,,,,,,,,,,SB,
631,FORMA,1,https://api.elsevier.com/content/article/pii/S0094576518302479;https://www.sciencedirect.com/science/article/pii/S0094576518302479;https://doi.org/10.1016/j.actaastro.2018.10.042;https://www.ncbi.nlm.nih.gov/pubmed/32287491/,,,,,,,,,,SB,
632,SafeGraph Social Distancing Metrics,1,https://doi.org/10.1101/2020.06.15.20131979;http://medrxiv.org/cgi/content/short/2020.06.15.20131979v1?rss=1,,,,,,,,,,SB,
633,GPT AI GPT,1,https://arxiv.org/pdf/2006.10964v2.pdf,,,,,,,,,,SB,
634,Verizon LTE,1,https://arxiv.org/pdf/2010.02781v1.pdf,,,,,,,,,,SB,
635,Ansys,9,https://api.elsevier.com/content/article/pii/S0269749115002377;https://doi.org/10.1016/j.envpol.2015.05.004;https://www.sciencedirect.com/science/article/pii/S0269749115002377;https://www.ncbi.nlm.nih.gov/pubmed/25989454/,,,,,,,,,,SB,
636,TOLLIP,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4525466/,,,,,,,,,,SB,
637,mol2,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3787967/,,,,,,,,,,SB,
638,Salesforce,3,https://www.ncbi.nlm.nih.gov/pubmed/33456318/;https://doi.org/10.1007/s10586-020-03225-9,,,,,,,,,,SB,
639,sowas,2,https://www.ncbi.nlm.nih.gov/pubmed/25928217/;https://doi.org/10.1371/journal.pone.0125447,,,,,,,,,,SB,
640,Jason,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7338180/,,,,,,,,,,SB,
641,Doc2Query,1,http://medrxiv.org/cgi/content/short/2020.10.15.20213645v1?rss=1;https://doi.org/10.1101/2020.10.15.20213645,,,,,,,,,,SB,
642,NormFinder,297,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3928306/,,,,,,,,,,SB,
643,BibTeX,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7340894/,,,,,,,,,,SB,
644,Spiral,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7333445/,,,,,,,,,,SB,
645,AllKNN,1,https://arxiv.org/pdf/2004.05835v3.pdf;https://doi.org/10.1016/j.cmpb.2020.105532;https://api.elsevier.com/content/article/pii/S0169260720309664;https://www.sciencedirect.com/science/article/pii/S0169260720309664?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/32446037/,,,,,,,,,,SB,
646,R 0 package,1,https://doi.org/10.1016/j.nmni.2020.100715;https://www.sciencedirect.com/science/article/pii/S2052297520300676?v=s5;https://api.elsevier.com/content/article/pii/S2052297520300676;https://www.ncbi.nlm.nih.gov/pubmed/32566233/,,,,,,,,,,SB,
647,deseq2,1,https://doi.org/10.1053/j.gastro.2020.10.021;https://www.sciencedirect.com/science/article/pii/S0016508520352781?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/33075345/;https://api.elsevier.com/content/article/pii/S0016508520352781,,,,,,,,,,SB,
648,EEGLAB,11,https://doi.org/10.1101/2020.12.23.424194,,,,,,,,,,SB,
649,Climate Action Tracker (CAT,1,https://www.sciencedirect.com/science/article/pii/S014098832030205X?v=s5;https://doi.org/10.1016/j.eneco.2020.104865;https://api.elsevier.com/content/article/pii/S014098832030205X;https://www.ncbi.nlm.nih.gov/pubmed/32834202/,,,,,,,,,,SB,
650,SAMtools,16,https://doi.org/10.1093/nargab/lqaa036;https://www.ncbi.nlm.nih.gov/pubmed/32500120/,,,,,,,,,,SB,
651,Google Adsense,1,https://www.ncbi.nlm.nih.gov/pubmed/25170475/;https://doi.org/10.4081/jphr.2013.e4,,,,,,,,,,SB,
652,BORE,14,https://arxiv.org/pdf/2102.01921v1.pdf,,,,,,,,,,SB,
653,Google Maps Java - Script API,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5127016/,,,,,,,,,,SB,
654,ISDE,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7197607/,,,,,,,,,,SB,
655,RBS,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7345302/,,,,,,,,,,SB,
656,ESTO,1,https://www.sciencedirect.com/science/article/pii/S187705091200508X;https://www.ncbi.nlm.nih.gov/pubmed/32288895/;https://doi.org/10.1016/j.procs.2012.06.151;https://api.elsevier.com/content/article/pii/S187705091200508X,,,,,,,,,,SB,
657,NIMPLY,1,https://doi.org/10.1101/2020.12.10.419440,,,,,,,,,,SB,
658,NetFlix,2,https://arxiv.org/pdf/2004.13569v2.pdf;https://www.sciencedirect.com/science/article/pii/S1389128620306046?v=s5;https://api.elsevier.com/content/article/pii/S1389128620306046,,,,,,,,,,SB,
659,PAIR,2,https://doi.org/10.1371/journal.pone.0240962;https://www.ncbi.nlm.nih.gov/pubmed/33064778/,,,,,,,,,,SB,
660,Jalview,109,https://doi.org/10.1186/s41231-020-00063-0;https://www.ncbi.nlm.nih.gov/pubmed/32869000/,,,,,,,,,,SB,
661,NoSQL MongoDB,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7256582/,,,,,,,,,,SB,
662,NetMHCIIpanImmune Epitope Database and Analysis Resource (IEDB),1,https://api.elsevier.com/content/article/pii/B9780128096338201003;https://www.sciencedirect.com/science/article/pii/B9780128096338201003,,,,,,,,,,SB,
663,ISEV,2,https://www.ncbi.nlm.nih.gov/pubmed/33144926/;https://doi.org/10.1080/20013078.2020.1809766,,,,,,,,,,SB,
664,Apache Hama,1,https://doi.org/10.1016/j.inffus.2015.08.005;https://www.sciencedirect.com/science/article/pii/S1566253515000780;https://www.ncbi.nlm.nih.gov/pubmed/32288689/;https://api.elsevier.com/content/article/pii/S1566253515000780,,,,,,,,,,SB,
665,Nat,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4913621/,,,,,,,,,,SB,
666,PredPhosphoScansite,1,https://www.ncbi.nlm.nih.gov/pubmed/20423529/;https://doi.org/10.1186/1471-2105-11-210,,,,,,,,,,SB,
667,Packmol,4,https://www.ncbi.nlm.nih.gov/pubmed/33224712/;https://doi.org/10.1007/s40571-020-00367-w,,,,,,,,,,SB,
668,ACCpro20,1,https://doi.org/10.1101/2020.07.10.171769,,,,,,,,,,SB,
669,Svft,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091737/,,,,,,,,,,SB,
670,LAPK,1,https://www.sciencedirect.com/science/article/pii/S1198743X15600775;https://api.elsevier.com/content/article/pii/S1198743X15600775,,,,,,,,,,SB,
671,XENON,1,https://www.ncbi.nlm.nih.gov/pubmed/33424225/;https://doi.org/10.1007/jhep12(2020)194;https://arxiv.org/pdf/2008.05029v2.pdf,,,,,,,,,,SB,
672,Etherpads,1,https://doi.org/10.1002/ece3.6835;https://www.ncbi.nlm.nih.gov/pubmed/33250993/,,,,,,,,,,SB,
673,CLeVer,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7788606/,,,,,,,,,,SB,
674,Statistical Package of Social Sciences software (SPSS),1,https://www.ncbi.nlm.nih.gov/pubmed/32574314/;https://doi.org/10.3389/fpubh.2020.00254,,,,,,,,,,SB,
675,CCUM,5,https://www.ncbi.nlm.nih.gov/pubmed/33527093/;https://doi.org/10.1007/s41701-021-00098-0,,,,,,,,,,SB,
676,ICCMS,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7818095/,,,,,,,,,,SB,
677,Solid Works,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7424960/,,,,,,,,,,SB,
678,COGS,1,https://doi.org/10.3389/fbioe.2020.01020;https://www.ncbi.nlm.nih.gov/pubmed/32974328/,,,,,,,,,,SB,
679,VizWiz,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7479805/,,,,,,,,,,SB,
680,ROBOT,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7586462/,,,,,,,,,,SB,
681,COVIDResNet,2,https://arxiv.org/pdf/2010.08115v1.pdf,,,,,,,,,,SB,
682,OpenSMILES,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7495975/,,,,,,,,,,SB,
683,Molecular Evolutionary Genetics Analysis 6 .,1,https://www.ncbi.nlm.nih.gov/pubmed/31902509/;https://doi.org/10.1016/j.vetmic.2019.108513;https://api.elsevier.com/content/article/pii/S0378113519309253;https://www.sciencedirect.com/science/article/pii/S0378113519309253,,,,,,,,,,SB,
684,Hydrasys,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6439134/,,,,,,,,,,SB,
685,PORTACOUNT Pro +,1,https://doi.org/10.1038/s41598-020-80908-8;https://www.ncbi.nlm.nih.gov/pubmed/33469049/,,,,,,,,,,SB,
686,Instant Messenger,1,https://arxiv.org/pdf/2101.08221v1.pdf,,,,,,,,,,SB,
687,#NAME?,1,https://arxiv.org/pdf/2005.14585v1.pdf,,,,,,,,,,SB,
688,RDP (Recombination Detection Program),1,https://www.ncbi.nlm.nih.gov/pubmed/20840780/;https://doi.org/10.1186/1743-422x-7-227,,,,,,,,,,SB,
689,NDE Process,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778845/,,,,,,,,,,SB,
690,ANVUR,2,https://arxiv.org/pdf/2012.03649v1.pdf,,,,,,,,,,SB,
691,OpenCV,9,https://www.ncbi.nlm.nih.gov/pubmed/33208927/;https://doi.org/10.1038/s41551-020-00633-5,,,,,,,,,,SB,
692,SubtiWiki,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7608354/,,,,,,,,,,SB,
693,proc,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7510809/,,,,,,,,,,SB,
694,SOLSIM,1,https://api.elsevier.com/content/article/pii/S0038092X20308793;https://www.sciencedirect.com/science/article/pii/S0038092X20308793;https://doi.org/10.1016/j.solener.2020.08.041;https://www.ncbi.nlm.nih.gov/pubmed/32863443/,,,,,,,,,,SB,
695,gp10,2,https://arxiv.org/pdf/2012.03782v1.pdf,,,,,,,,,,SB,
696,NeaNet,9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206307/,,,,,,,,,,SB,
697,fysiek,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7773796/,,,,,,,,,,SB,
698,OntoGaCLeS,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7334152/,,,,,,,,,,SB,
699,GlycoWorkbench,5,https://doi.org/10.1101/2020.08.26.269043,,,,,,,,,,SB,
700,MedicalGIS,1,https://www.ncbi.nlm.nih.gov/pubmed/33361054/;https://doi.org/10.2196/23379,,,,,,,,,,SB,
701,Comate,1,https://www.ncbi.nlm.nih.gov/pubmed/30668611/;https://doi.org/10.1371/journal.ppat.1007545,,,,,,,,,,SB,
702,EnCOM,1,https://www.ncbi.nlm.nih.gov/pubmed/32851910/;https://doi.org/10.1080/07391102.2020.1811774,,,,,,,,,,SB,
703,MATHia,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7334700/,,,,,,,,,,SB,
704,Medscape,21,https://www.ncbi.nlm.nih.gov/pubmed/20409366/;https://doi.org/10.3201/eid1605.091801,,,,,,,,,,SB,
705,HELIYON,1,https://www.sciencedirect.com/science/article/pii/S2405844020318533?v=s5;https://doi.org/10.1016/j.heliyon.2020.e05010;https://api.elsevier.com/content/article/pii/S2405844020318533;https://www.ncbi.nlm.nih.gov/pubmed/32984567/,,,,,,,,,,SB,
706,Pharma,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120412/,,,,,,,,,,SB,
707,Digital,13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167111/,,,,,,,,,,SB,
708,Network View,1,https://doi.org/10.1101/2020.04.02.017004,,,,,,,,,,SB,
709,ProteoWizard,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6835268/,,,,,,,,,,SB,
710,Excel Bedmaster,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103895/,,,,,,,,,,SB,
711,Google Trends Search Trends,1,https://doi.org/10.1038/s41598-020-77316-3;https://www.ncbi.nlm.nih.gov/pubmed/33239650/,,,,,,,,,,SB,
712,Qry,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4264204/,,,,,,,,,,SB,
713,ABGD,1,https://doi.org/10.1007/s10750-020-04497-3;https://www.ncbi.nlm.nih.gov/pubmed/33424031/,,,,,,,,,,SB,
714,JPRED,7,https://www.ncbi.nlm.nih.gov/pubmed/12925794/,,,,,,,,,,SB,
715,Google Correlate Service,1,https://doi.org/10.1007/s00345-020-03477-5;https://www.ncbi.nlm.nih.gov/pubmed/33108478/,,,,,,,,,,SB,
716,SPARTA,10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3789766/,,,,,,,,,,SB,
717,Hyperchem |,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087546/,,,,,,,,,,SB,
718,ACHR,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6718391/,,,,,,,,,,SB,
719,PodCastle,1,https://arxiv.org/pdf/1002.4682v1.pdf,,,,,,,,,,SB,
720,Anaglyph,1,https://www.ncbi.nlm.nih.gov/pubmed/18798692/;https://doi.org/10.1371/journal.pbio.0060226,,,,,,,,,,SB,
721,ler9,1,https://doi.org/10.1038/s41541-020-00237-9;https://www.ncbi.nlm.nih.gov/pubmed/32944295/,,,,,,,,,,SB,
722,Google Pixel 2,1,https://arxiv.org/pdf/2007.00894v1.pdf,,,,,,,,,,SB,
723,Tophat2 mapper,1,https://doi.org/10.3389/fimmu.2014.00655;https://www.ncbi.nlm.nih.gov/pubmed/25620967/,,,,,,,,,,SB,
724,Rotarix,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7565912/,,,,,,,,,,SB,
725,Sunquest Integrated Clinical Environment (ICE),1,https://www.ncbi.nlm.nih.gov/pubmed/33312796/;https://doi.org/10.7759/cureus.11398,,,,,,,,,,SB,
726,FastMLGraphical Representation of Ancestral Sequence Predictions (GRASP),1,https://doi.org/10.1101/2020.06.22.165787,,,,,,,,,,SB,
727,GeneOverlap,7,https://www.ncbi.nlm.nih.gov/pubmed/32963239/;https://doi.org/10.1038/s41597-020-00628-6,,,,,,,,,,SB,
728,Mapman,6,https://www.ncbi.nlm.nih.gov/pubmed/33054972/;https://doi.org/10.7554/elife.58795,,,,,,,,,,SB,
729,DECAF,2,https://www.ncbi.nlm.nih.gov/pubmed/33250046/;https://doi.org/10.1186/s12970-020-00382-5,,,,,,,,,,SB,
730,Brant,1,https://api.elsevier.com/content/article/pii/S2542660520301293;https://www.sciencedirect.com/science/article/pii/S2542660520301293?v=s5,,,,,,,,,,SB,
731,ANODE,1,https://arxiv.org/pdf/2010.14685v1.pdf,,,,,,,,,,SB,
732,Vowpal Wabbit,1,https://doi.org/10.1101/2020.11.19.388223,,,,,,,,,,SB,
733,MyStudies,1,https://doi.org/10.1002/hep.31491;https://www.ncbi.nlm.nih.gov/pubmed/32740969/,,,,,,,,,,SB,
734,LungMAP,2,https://doi.org/10.1101/641795,,,,,,,,,,SB,
735,PhenomeNET,1,https://doi.org/10.1101/2020.04.22.055095,,,,,,,,,,SB,
736,iSCAN,3,http://medrxiv.org/cgi/content/short/2020.06.02.20117739v1?rss=1;https://doi.org/10.1101/2020.06.02.20117739,,,,,,,,,,SB,
